date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:09:47	12520/12520	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	(from https://www.classcentral.com/)
20:09:47	15280/15280	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
20:09:47	6868/6868	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
20:09:48	9684/9684	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
20:09:48	7376/7376	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
20:09:48	8444/8444	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
20:09:48	5804/5804	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
20:09:49	14960/14960	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
20:09:49	16112/16112	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
20:09:49	6816/6816	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
20:09:49	9696/9696	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
20:09:50	7244/7244	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
20:09:50	8248/8248	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
20:09:50	5784/5784	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
20:09:50	15016/15016	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
20:09:50	15948/15948	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
20:09:51	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
20:09:51	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
20:09:51	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
20:09:51	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
20:09:52	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
20:09:52	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
20:09:52	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
20:09:52	990/990	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
20:09:53	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Aian-PC/Desktop/Final/classcentral/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
20:09:55	600341/600341	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2012:09:54%20GMT	https://www.classcentral.com/rankings	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
20:09:56	593052/593052	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2012:09:55%20GMT	https://www.classcentral.com/collections	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
20:09:57	575574/575574	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2012:09:56%20GMT	https://www.classcentral.com/subjects	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
20:09:58	898234/898234	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2012:09:57%20GMT	https://www.classcentral.com/subject/cs	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
20:09:59	7720/7720	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2012:09:58%20GMT	https://www.classcentral.com/subject/maths	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/maths	(from https://www.classcentral.com/)
20:09:59	7946/7946	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2012:09:59%20GMT	https://www.classcentral.com/subject/business	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/business.2a.delayed	(from https://www.classcentral.com/)
20:09:59	847760/847760	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2012:09:58%20GMT	https://www.classcentral.com/subject/health	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
20:09:59	7956/7956	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2012:09:59%20GMT	https://www.classcentral.com/subject/humanities	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/humanities.2b.delayed	(from https://www.classcentral.com/)
20:10:00	7746/7746	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2012:09:59%20GMT	https://www.classcentral.com/subject/engineering	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/engineering	(from https://www.classcentral.com/)
20:10:01	7953/7953	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2012:10:01%20GMT	https://www.classcentral.com/subject/education	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/education.2e.delayed	(from https://www.classcentral.com/)
20:10:01	8000/8000	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2012:10:01%20GMT	https://www.classcentral.com/subject/social-sciences	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/social-sciences.2f.delayed	(from https://www.classcentral.com/)
20:10:02	843246/843246	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2012:10:01%20GMT	https://www.classcentral.com/subject/science	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/science.html	(from https://www.classcentral.com/)
20:10:02	7972/7972	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2012:10:02%20GMT	https://www.classcentral.com/subject/art-and-design	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/art-and-design.30.delayed	(from https://www.classcentral.com/)
20:10:02	7774/7774	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2012:10:02%20GMT	https://www.classcentral.com/subject/data-science	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/data-science	(from https://www.classcentral.com/)
20:10:02	8134/8134	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2012:10:02%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/programming-and-software-development.32.delayed	(from https://www.classcentral.com/)
20:10:03	8041/8041	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2012:10:02%20GMT	https://www.classcentral.com/subject/personal-development	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/personal-development.33.delayed	(from https://www.classcentral.com/)
20:10:03	7941/7941	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2012:10:03%20GMT	https://www.classcentral.com/subject/infosec	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/subject/infosec.34.delayed	(from https://www.classcentral.com/)
20:10:06	3026769/3026769	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2012:10:04%20GMT	https://www.classcentral.com/universities	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
20:10:06	169947/169947	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:17:32%20GMT	https://www.classcentral.com/report/	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
20:10:06	4282/4282	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Jan%202023%2012:59:08%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/Users/Aian-PC/Desktop/Final/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
20:10:06	33057/33057	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2004:20:41%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/Users/Aian-PC/Desktop/Final/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
20:10:06	838346/838346	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2012:10:05%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
20:10:06	4168/4168	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2009:53:44%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/Users/Aian-PC/Desktop/Final/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
20:10:07	35437/35437	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2012:04:56%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/Users/Aian-PC/Desktop/Final/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
20:10:07	198684/198684	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:17:24%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
20:10:08	145318/145318	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:20:07%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
20:10:08	153488/153488	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:31:29%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
20:10:08	176736/176736	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:25:40%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
20:10:08	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/Users/Aian-PC/Desktop/Final/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
20:10:08	178589/178589	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:31:30%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
20:10:09	816659/816659	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2012:10:08%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
20:10:09	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202023%2009:08:11%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/Users/Aian-PC/Desktop/Final/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
20:10:09	5751/5751	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Oct%202022%2018:19:59%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/Users/Aian-PC/Desktop/Final/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
20:10:09	96645/96645	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2020:44:46%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/Users/Aian-PC/Desktop/Final/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
20:10:09	6083/6083	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202022%2015:46:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/Users/Aian-PC/Desktop/Final/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
20:10:09	93874/93874	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2009:08:12%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/Users/Aian-PC/Desktop/Final/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
20:10:09	6773/6773	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2009:27:43%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/Users/Aian-PC/Desktop/Final/classcentral/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
20:10:10	518626/518626	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2009:18:00%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/Users/Aian-PC/Desktop/Final/classcentral/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
